cleaned_questions,Number Count,Array,String,Dynamic Programming,Math,Hash Table,Greedy,Sorting,Depth-First Search,Breadth-First Search,Binary Search
frog position second given undirected tree consisting vertex numbered frog start jumping vertex one second frog jump current vertex another unvisited vertex directly connected frog jump back visited vertex case frog jump several vertex jump randomly one probability otherwise frog jump unvisited vertex jump forever vertex edge undirected tree given array edge edgesi mean exists edge connecting vertex return probability second frog vertex target answer within actual answer accepted,4,0,0,0,0,0,0,0,1,1,0
average salary excluding minimum maximum salary given array unique integer salary salaryi salary ith employee return average salary employee excluding minimum maximum salary answer within actual answer accepted,2,1,0,0,0,0,0,1,0,0,0
kth smallest element sorted matrix given matrix row column sorted ascending order return kth smallest element matrix note kth smallest element sorted order kth distinct element must find solution memory complexity better,1,1,0,0,0,0,0,1,0,0,1
guess number higher lower playing guessing game game work follows given particular return minimum amount money need guarantee win regardless number pick,0,0,0,1,1,0,0,0,0,0,0
delivering box storage port task delivering box storage port using one ship however ship limit number box total weight carry given array box boxesi ports​​i​ weighti three integer portscount maxboxes maxweight box need delivered order given ship follow step ship must end storage box delivered return minimum number trip ship need make deliver box respective port,0,1,0,1,0,0,0,0,0,0,0
minimum number step make two string anagram given two string length one step choose character replace another character return minimum number step make anagram anagram string string contains character different same ordering,0,0,1,0,0,1,0,0,0,0,0
rotting orange given grid cell one three value every minute fresh orange directionally adjacent rotten orange becomes rotten return minimum number minute must elapse cell fresh orange impossible return,2,1,0,0,0,0,0,0,0,1,0
number rectangle form largest square given array rectangle rectanglesi represents ith rectangle length width cut ith rectangle form square side length example rectangle cut get square side length let maxlen side length largest square obtain given rectangle return number rectangle make square side length maxlen,3,1,0,0,0,0,0,0,0,0,0
median two sorted array given two sorted array nums nums size respectively return median two sorted array overall run time complexity olog,2,1,0,0,0,0,0,0,0,0,1
get biggest three rhombus sum grid given integer matrix grid​​​ rhombus sum sum element form border regular rhombus shape grid​​​ rhombus must shape square rotated degree corner centered grid cell image four valid rhombus shape corresponding colored cell included rhombus sum note rhombus area depicted purple rhombus bottom right corner return biggest three distinct rhombus sum grid descending order le three distinct value return them,2,1,0,0,1,0,0,1,0,0,0
